mms_id,etd_id,xml_id,year,active embargo,author,title
9932238960104808,Watson-HXmsxiKVYyQHBy6jGNCq4V,Watson_sunyalb_0668A_10199,2010,,Darius Edward Watson,Continuity And Change In U.S. Nuclear Nonproliferation Policy: A Critical Analysis
9932174956904808,Wei-AeHFqfHNSg5CouQXZkG3KB,Wei_sunyalb_0668A_10198,2010,,Yuan Wei,Preparation And Application Of Transgenic And Knockout Mouse Models For Studies On Cytochrome P450 Functions
9932226045304808,Whitmore-DfEWFznVDNwLzSPcXzrhck,Whitmore_sunyalb_0668A_10279,2010,,Andrew Whitmore,Toward A Policy Framework For The Design Of Economic Information Packages
9932226045404808,Wichowski-7ZdinFRAxctXE39ma5mBtQ,Wichowski_sunyalb_0668A_10202,2010,,Alexis Marie Wichowski,The Myth Of Fragmentation: Assessing Political Information Online
9932240052404808,Williams-T3vKpWenXVbxpS2NkJJULZ,Williams_sunyalb_0668A_10246,2010,,Jill Williams,Test-Retest Reliability Of Self-Reports Of Depression And Anxiety Among Students With High Functioning Autism Spectrum Disorders
9932226044904808,Wood-ausYkxg7J3m5PMvwAp5uui,Wood_sunyalb_0668A_10207,2010,,Leslie Wood,Consumer Responses In Sales  To Multiple Media Advertising Exposures  - The Impact Of Synergy Based On  A Study Of Project Apollo Single Source Data
9932229759504808,Wood-MqtDMvBVtMcXyJTmQS5D3s,Wood_sunyalb_0668A_10262,2010,,Rebecca J. Wood,Moving Beyond Anecdote: An Impact Evaluation Of A Popular New York State Work Supports Program
9932225458204808,Wu-gHR5pVSqZABdXGXkgJRzee,Wu_sunyalb_0668A_10282,2010,,Henry Chun-Yi Wu,Assessing Replicated Coral Trace Element (Sr/Ca And Mg/Ca) Variability And Skeletal Growth Records From The Tropical Pacific
9932229759704808,Wu-VcekVzxTzsveySDayJcetk,Wu_sunyalb_0668A_10273,2010,,Lei Wu,Welfare Recipients' Perspectives On Employment In Beijing'S Welfare Employment Program
9932226057104808,Zahedi-Gd5CgMLqEWubrZkZDdgnqB,Zahedi_sunyalb_0668A_10219,2010,,Karynn Jensen Zahedi,Teacher Satisfaction With Response To Intervention (Rti): An Assessment Between Inception And Implementation
9932229759404808,Zendell-AaHHaN7h5apJXhFHF5ZJyV,Zendell_sunyalb_0668A_10244,2010,,Anna L Zendell,Decision-Making Processes Among Siblings Caring For Adults With Intellectual Or Developmental Disabilities
9932177133604808,Zhang-ijapvEw78oC6VUVJfdNMKp,Zhang_sunyalb_0668A_10166,2010,,Haitao Zhang,Heterometallic &#946;-Diketonates And  Oxo-Diketonates As Single Source Precursors For The Synthesis Of Oxide Materials
9932177133904808,Zheng-CkwFpKxnqQXeMxnqeVfHnS,Zheng_sunyalb_0668A_10197,2010,,Rui Zheng,Synthetic Studies On Angucycline C104
9932271559604808,Zhou-2jDWV3iv83x3L5LjX3pf4o,Zhou_sunyalb_0668A_10356,2010,,Bin Zhou,Influenza A Virus: Pathogenesis And Novel Vaccines
9932159056404808,Zhou-RpResf3jqSY4CyyQJgXiXk,Zhou_sunyalb_0668A_10336,2010,,Wei Zhou,Application Of X-Ray Diffraction To Material Analysis And Medical Imaging
9932226042104808,Affinito-Cw7Q6DDL2HF5NYV5JMjmWc,Affinito_sunyalb_0668A_10575,2011,,Stephanie Affinito,Literacy Coaching: Negotiating Roles And Realities
9932177232504808,Ahmadov-Zp9QxLPFfmXDv6A2wRXMJh,Ahmadov_sunyalb_0668N_10608,2011,,Vurghun Ahmadov,Biophysical Investigations Of The Molecular Basis Of Cataract Associated With The R76S Mutation In Human Gammad-Crystallin
9932240353904808,Akawi-6emNfkerkkArLhx97s42Eh,Akawi_sunyalb_0668A_10605,2011,,Robin Lee Akawi,An Investigation Into The Relationship Between Self-Regulation Skills And Academic Readiness In Head Start Children
9932197853804808,Aquino-2LSJipcVq7zWYShzDaF6tx,Aquino_sunyalb_0668A_10444,2011,,Gabriel Aquino,"Puerto Rican Intermarriages: The Intersectionality Of Race, Gender, Class And Space"
9932225256404808,Archambault-YYYNsermqdTftWWubErBJJ,Archambault_sunyalb_0668A_10501,2011,,Heather M. Archambault,The Downstream Extratropical Flow Response To Recurving Western North Pacific Tropical Cyclones
9932241751704808,Ash-EhQ5fL8AMsmwy3pWufuYhb,Ash_sunyalb_0668A_10399,2011,,Jessica Amanda Ash,The Differential Effects Of Genetic And Dietary Alterations In Folate Status On Prefrontal Cortical Functions
9932225242904808,Assimon-G6K3xPzSJC2PEyPrmPnSHF,Assimon_sunyalb_0668N_10546,2011,,Magdalene Marie Assimon,"Evaluation Of The Relationship Between Clinical Parameters Of Mineral And Bone Disease, Fibroblast Growth Factor 23, And Related Medication Use Among Hemodialysis Patients"
9932199554604808,Atchison-WRpBibRhmDYQ6qe5DV3MGW,Atchison_sunyalb_0668A_10432,2011,,Benjamin Atchison,Shift Automorphisms Of Finite Outer Order
9932213954104808,Avasarala-nEtdFGJXFfV7PDaBbR6gJK,AVASARALA_sunyalb_0668A_10505,2011,,Bharat Avasarala,Investigation Of Titanium Nitride As Catalyst  Support Material And Development Of Durable  Electrocatalysts For Proton Exchange  Membrane Fuel Cells
9932207250504808,Baker-HcAJx8YkyMmzPXSzV3Xbc3,Baker_sunyalb_0668A_10401,2011,,Linda L. Baker,Circles Of Culture And Cognition: A Sociocognitive Study Of Collaboration Within And Among Academic Groups Of Teachers In A Rural School District
9932177135104808,Banerjee-mpq54ogXzpqanZ5sjs5Yak,Banerjee_sunyalb_0668A_10571,2011,,Priya Ranjan Banerjee,Homologous And Heterologous Crystallin Protein Interactions As The Molecular Basis Of Inherited Cataract
9932226057604808,Basil-YQuF6pbHBkaXQvTE4pk6ai,Basil_sunyalb_0668A_10443,2011,,Adeline Imperiale Basil,Teacher Satisfaction With Professional Development In Rural Elementary Schools In New York State
9932240254104808,Behforooz-NjvPEoEQDSYMmi9McHuP8w,Behforooz_sunyalb_0668A_10458,2011,,Bita Behforooz,Pcbs And Measures Of Attention And Impulsivity On A Continious Performance Task Of Young Mohawk Adults
9932178152004808,Biel-oPN3aoxLrTGBYgxrEhT3od,Biel_sunyalb_0668A_10441,2011,,Anna Viktorovna Biel,"Sacrifice In The Name Of Sacred Duty: The Representations Of The Decembrist Wives In Russian Culture, 1825-Present"
9932230059104808,Binahayati-5DeeeGxPSFrcv2bLTvR6Hr,Binahayati_sunyalb_0668A_10414,2011,,Binahayati Binahayati,"Perceptions And Attitudes Toward Violence Against Wives In West Java, Indonesia"
9932240159504808,Black-UW8tzCDskApCd4FhMdrjkY,Black_sunyalb_0668A_10521,2011,,Tamika R Black,"Stakeholder, Organizational And Environmental Influences On Nursing Home Regulatory Enforcement: A New Perspective"
9932113459904808,Blair-dyJjJc4FD94VDbA69UWRmK,Blair_sunyalb_0668N_10589,2011,,Lori Jones Blair,The Catskill Commons Precontact Archeological Sites: Late Archaic Occupations In The Mid-Hudson River Drainage
9932207250804808,Bonafide-F2ayrnd9KD35fzbgSFtWBV,Bonafide_sunyalb_0668A_10392,2011,,Anna Marie Anatriello Bonafide,The Construction Of Reading Identity In Struggling Middle School Readers
9932178452604808,Borden-mZHWHmbp3cD9sGGE2gotgK,Borden_sunyalb_0668A_10378,2011,,Mary Ann Borden,"""Selling New York State To The Nation"" - The 1939/40 New York World'S Fair"
9932241642204808,Boren-Syshpr8unF7Lgth8jnMCQM,Boren_sunyalb_0668A_10404,2011,,Levi Alexander Boren,Self-Regulatory Decisions As A Function Of Goal-Performance Discrepancy And Self-Efficacy:  A Time To Revise And A Time To Exert
9932173233504808,Boulay-3D26sM3BzJ3AS3cZ4Jc2fs,Boulay_sunyalb_0668A_10539,2011,,Chadwick Bruno Jean Boulay,Cortical-Spinal Interactions In Skill Acquisition And Performance And Their Implications For Rehabilitation
9932241752104808,Bremser-KSPMSwWUFvskAaCHiQsfWG,Bremser_sunyalb_0668A_10499,2011,,Jennifer Ann Bremser,Disordered Eating And Negative Evaluation Anxiety As Candidates For The Extreme Female Brain Type
9932214053104808,Bresin-hQdCVobchMhvXqNWnGqDx6,Bresin_sunyalb_0668A_10524,2011,,Matthew Bresin,An Exploration Of Focused Electron Beam-Induced-Deposition At Cryogenic Temperatures
9932225252604808,Buccino-ggcjbdvF2ndVkrfv5AhgbM,Buccino_sunyalb_0668A_10454,2011,,Thomas Daniel Buccino,Exploring The Applicability Of A Lean Six Sigma Framework For Performance Excellence To K-12 Education In New York State - A Soft Systems Approach
9932226047304808,Butsashvili-Uj6CXmaGZTjBgNZQ6BMAN6,Butsashvili_sunyalb_0668A_10513,2011,,Maia Butsashvili,Epidemiology Of Blood-Borne Infections Among Georgian Health Care Workers
9932199558204808,Cade-ecuW4ddMdu48etXxpE7VZM,Cade_sunyalb_0668A_10569,2011,,Patrick Gene Cade,Projecive Spectrum And Cyclic Cohomology
9932113656704808,Cardinal-kE4V2LmuFJNf9sJP7SuMeC,Cardinal_sunyalb_0668N_10594,2011,,James Scott Cardinal,"Site Identification, Delineation, And Evaluation Through Quantitative Spatial Analysis: Geostatistical And Gis Methods To Facilitate Archaeological Resource Assessment"
9932206959504808,Chaloux-XykKKEPNGWYw6TWAUC3mWY,Chaloux_sunyalb_0668N_10545,2011,,Andrea Chaloux,"Blanding'S Turtle (Emydoidea Blandingii) In Saratoga County, New York: Survey Methods, Spatial Ecology And Conservation"
9932225449404808,Chang-4kvTXUnY3JZPRJa3YEphpt,Chang_sunyalb_0668A_10471,2011,,Hsia-Ching Chang,Rehashing Information Architecture: Exploring Human-Information Interaction Of Collaborative Tagging Using Twitter Hashtags
9932198944504808,Chattopadhyay-igYoRHTGn8ir6GLUWr7WzN,Chattopadhyay_sunyalb_0668A_10465,2011,,Siddhartha Chattopadhyay,Monetary Policy And New-Keynesian Macroeconomics
9932198943504808,Chaudhury-cDuqEjrk8S3BkJWBERMMo9,Chaudhury_sunyalb_0668A_10498,2011,,Ranajoy Chaudhury,"Household Structure, Asset Accumulation And Labor Supply"
9932225242804808,Chen-SZoxqiVimWxziuA7zKwZ83,Chen_sunyalb_0668A_10421,2011,,Lei Chen,Maternal Caffeine Consumption And Risk Of Congenital Limb Deficiency Malformations
9932225449304808,Choi-76nb637f9CMYj4hAiHuLRa,Choi_sunyalb_0668A_10480,2011,,Namjoo Choi,"Being Loyal, Acting On It! Loyalty, Ideology And Identification: An Empirical Study In The Free/Libre Open Source Software Context"
9932177254404808,Clerico-CndPXKoo3X66oqgXFPtyZ6,Clerico_sunyalb_0668A_10446,2011,,Bethany Aery Clerico,Caribbean Hauntings And Transnational Regionalism In Nineteenth- And Twentieth-Century American Literature
9932207251904808,Collen-EkFmRY5yLXx48iVEt5d6RU,Collen_sunyalb_0668A_10559,2011,,Mary Helen Collen,Fifth Grade Children'S Use Of Reciprocal Teaching To Solve Word Problems In Mathematics
9932206960004808,Collins-Yac6DfaVreAR6SjMSZweJt,Collins_sunyalb_0668A_10478,2011,,Christopher R. Collins,The Importance Of Disease And Behavior In Mammalian Ecology And Behavior
9932240354504808,Cooper-hct9bJwKbLX4rtZgeJeLvx,Cooper_sunyalb_0668A_10466,2011,,Leigh A. Cooper,"Effect Of Parent Personal Experience On  Views, Level Of Concern, And Reactions To  Middle School Students' Bullying Behavior"
9932225458604808,Cordeira-KswEWYrayLRDCSDMDnZ56z,Cordeira_sunyalb_0668A_10526,2011,,Jason Michael Cordeira,Tropical-Extratropical Interactions And Arctic-Extratropical Interactions Conducive To Intraseasonal Variability Of The North Pacific Jet Stream
9932177259304808,Crouse-LVnKKq7QARLtfEqwVxPLCy,Crouse_sunyalb_0668N_10592,2011,,Kathleen Mary Crouse,Poison In The System: Symbols On The Body And The Body As A Symbol In Select Works Of Nathaniel Hawthorne
9932226047104808,Cummings-3hG9AMfjiu4RqqwTr8egxv,Cummings_sunyalb_0668N_10614,2011,,Michelle Lynn Cummings,Attitudes Toward Vaccination In The Event Of An Influenza Pandemic And The Characteristics Of Those Likely To Decline Vaccination
9932177357604808,Cummings-JKQjsPV9AytP3MtnpXNqTo,Cummings_sunyalb_0668N_10549,2011,,Alexandra Beth Cummings,An Experience With Language
9932241645904808,D'Iuso-hqJmnJEgWMs4bUx8VKndch,DIuso_sunyalb_0668A_10519,2011,,Nadia Teresa D'Iuso,How Does Diagnostic Context Moderate Hypothesis Testing Strategies?
9932173547604808,Daley-EjW4P2efeHjh35xHKayseG,Daley_sunyalb_0668A_10419,2011,,William Patrick Daley,Rho Kinase Regulates Basement Membrane Dynamics To Coordinate Salivary Gland Branching Morphogenesis And Tissue Organization
9932241753304808,Debono-jsqVJmCCZPGgMfTz7PuNf9,DeBono_sunyalb_0668A_10516,2011,,Amber Debono,Why Am I Left Out? Interpretations Of Exclusion Affect Anti-Social And Pro-Social Behaviors
9932225449504808,Demissie-RDUVtsCeQsbjLaAaKRmqo7,Demissie_sunyalb_0668A_10548,2011,,Dawit H. Demissie,Investigating Users' Acceptance Of A Learning Community Management System (Lcms) In The Commonwealth Of The Bahamas: The Unified Theory Of Acceptance And Use Of Technology (Utaut) Framework Approach
9932242950804808,De_Young-XEsqvuzqFm38xEFUN65aLs,DeYoung_sunyalb_0668A_10507,2011,,Kyle Patrick De Young,Development And Validation Of An Assessment For Longitudinal Symptom Fluctuation In The Eating Disorders And The Relationship Between Motivation To Change And Naturalistic Fluctuations In Body Weight And Eating Disorder Symptom Frequencies
9932198157704808,Dolan-D6YUoNxAHPzXqkgw4ZXsya,Dolan_sunyalb_0668A_10413,2011,,Scott Vincent Dolan,Business As Usual: The Nonprofit Sector In The U.S. National Elite Network
9932200859804808,Dowell-Mesfin-MKXvN4TuL2n59kH5jEnBPK,DowellMesfin_sunyalb_0668A_10503,2011,,Natalie Michelle Dowell-Mesfin,The Formation And Distribution Of Hippocampal Synapses On Patterned Neuronal Networks
9932178351404808,Drogan-eHRmWWSwjQuMW44do9Jdht,Drogan_sunyalb_0668A_10543,2011,,Mara Drogan,"Atoms For Peace, Us Foreign Policy, And The Globalization Of Nuclear Technology, 1953-1960"
9932226057404808,Durand-A9dB8V3E8ucuhbj956Byvy,Durand_sunyalb_0668A_10573,2011,,Francesca T. Durand,P-16 Initiatives: A Policy Discourse Analysis Approach To State Level Education Reform
9932178154404808,Duross-3WSPjMkoKwnDsu2c77mygY,DuRoss_sunyalb_0668A_10532,2011,,Michelle Dorothy Duross,"Isaac V. Elizabeth Gouverneur: Sex, Sensibility, And The Creation Of New York'S 1787 Divorce Law"
9932214053204808,Dwyer-eij7Sh9Mi3ZD95ymxTXzPH,Dwyer_sunyalb_0668A_10486,2011,,Daniel Dwyer,Development Of High Band Gap Absorber And Buffer Materials For Thin Film Solar Cell Applications
9932229959504808,Elwyn-kRhhR4nVvkwDmmSaAsr9WF,Elwyn_sunyalb_0668A_10406,2011,,Laura J. Elwyn,Adult Memory And Appraisal Of Maltreatment In Childhood: Implications For Problem Substance Use
9932174956204808,Englert-CsAcPyqMkkPrXyEh5YwdCT,Englert_sunyalb_0668A_10380,2011,,Neal Englert,Regulation Of The Aryl Hydrocarbon Receptor And The Signal Transducer And Activator Of Transcription 1 By Long-Term Estrogen Exposure In Breast Carcinoma Cells
9932214360104808,Fan-PAopY4S4WzxkjAoGcafkw2,Fan_sunyalb_0668A_10373,2011,,Yu-Jen Fan,Effects Of Radiation-Induced Carbon Contamination On The Printing Performance Of Extreme Ultraviolet Masks
9932240053004808,Farrell-66VVhMzTe7J6Kd4YjQTk82,Farrell_sunyalb_0668A_10523,2011,,Jerome Farrell,The Effect Of Acculturation And Ethnic Identity On Perceived Racism In African American And Black West Indian Populations
9932178245804808,Fetzer-MoEJb4ffSCNjEGqASVgji8,Fetzer_sunyalb_0668A_10572,2011,,Matthew David Fetzer,"Carrying Weapons For Protection In The Workplace: Findings From The National Crime Victimization Survey, Workplace Risk Supplement"
9932240354204808,Fishman-dzhuYy5btKsvWxQqHgZF3p,Fishman_sunyalb_0668A_10407,2011,,Callen Emily Fishman,Motivations For Involvement: An Empirical Test Of Parents Of Students With Disabilities
9932174957104808,Gao-PLdaVUYPq9kANNVsFD6fQQ,Gao_sunyalb_0668A_10560,2011,,Honglian Gao,Significance Of Hno3 Photolysis On Surfaces  In Tropospheric Chemistry
9932214053304808,Garramone-mMKMkjmZCXGanx7F4G2Lnq,Garramone_sunyalb_0668A_10544,2011,,John J Garramone,Role Of Interface Band Structure On Hot Electron Transport
9932178152104808,Getnick-KNwtABexycJ4sEfnSeBTDZ,Getnick_sunyalb_0668A_10420,2011,,Joy Shana Newman Getnick,The Drinking Age Debates
9932240259004808,Ghaffarzadegan-EiysVWjUw6ZtPnSURgNvdF,Ghaffarzadegan_sunyalb_0668A_10595,2011,,Navid Ghaffarzadegan,Essays On Applications Of Behavioral Decision Making In Public Management And Policy
9932225449604808,Goldstein-M3aGyGuaGb22oSDp3XM6ix,Goldstein_sunyalb_0668A_10451,2011,,Ira J. Goldstein,Automated Classification Of The Narrative Of Medical Reports Using Natural Language Processing
9932241753004808,Grant-PppDXtu2tLuoqHHX8rBXYH,Grant_sunyalb_0668A_10527,2011,,Christoffer Grant,Cardiovascular Reactivity And Recovery To Stressful Tasks Following A Mindfulness-Analog In College Students With A Family History Of Hypertension
9932113547104808,Grygas-XVxV2tLquvJZxK3rroQTRd,Grygas_sunyalb_0668N_10606,2011,,Joseph John Grygas,Life At The Watervliet Shaker Village: An Archaeological And Historical Approach
9932207250704808,Gullie-J7hf6R8DJNaR8DULs2Q2oj,Gullie_sunyalb_0668A_10426,2011,,Kathy Ann Gullie,Open-Ended (Extended/Constructed) Response Questions As Predictors Of Success On Subsequent State Mathematics Examinations: The Influence Of Mathematical Awareness And Conceptual Knowledge
9932178453304808,Haas-b2ifkukCHYUe6Tq3k3FCKE,Haas_sunyalb_0668A_10425,2011,,Britt Haas,As They Saw The Thirties:  Activist Youth'S Vision Of And For America
9932177245004808,Hamilton-UK6rTnr2npVkju8c5HVLpK,Hamilton_sunyalb_0668N_10590,2011,,Andrew John Hamilton,The Raven Loup - A Modern-Day Romance Novella
9932177134504808,Han-GdcJ5hCQHHDoti3R6euRy5,Han_sunyalb_0668A_10487,2011,,Yan Han,A Functional Study Of Ampa And Kainate Receptors
9932206959904808,He-Z8AahqJXuyviPmo6GRoP4d,He_sunyalb_0668A_10463,2011,,Tao He,Calcium Regulation And Transmitter Release At Drosophila Larval Neuromuscular Junction
9932178151904808,Helfrich-VyMMvE6PBbJsrBd3QxQk3g,Helfrich_sunyalb_0668A_10442,2011,,Ronald Helfrich,Idols Of The Tribes: An Intellectual And Critical History Of 19Th And 20Th Century Mormon Studies
9932177134104808,Hietsoi-X3YvA4U5hKFTzDAun2KTpp,HIETSOI_sunyalb_0668A_10581,2011,,Oleksandr Hietsoi,New Photoluminescent Copper(I) Complexes: Impact Of Bridging Carboxylates On Solid-State Structures And Photophysical Properties
990016046170204808,Higgins-naA7VconTptwFT8j9UPiUM,Higgins_sunyalb_0668A_10437,2011,,Craig D. Higgins,Extreme Ultraviolet Photoresists: Film Quantum Yields And Ler Of Thin Flm Resists
9932241752004808,Hiruma-ZxndohQPjxeaqweh6LdPr6,Hiruma_sunyalb_0668N_10599,2011,,Laura S. Hiruma,Impact Of A Student'S Diagnosis Of Autism Spectrum Disorder
9932207252204808,Horne-NGcnX6fW2Ls3a4TQkP88Cx,Horne_sunyalb_0668A_10541,2011,,Deven Lynn Horne,"The Revelation Of Teacher Identity In The Process Of The ""Descriptive Review Of The Child"""
9932178445104808,Hsu-a6nzwov5pwKjq8a7CatTqH,Hsu_sunyalb_0668A_10415,2011,,Henda Yao Hsu,Unstoppable? A Closer Look At Terrorism Displacement
9932198158004808,Hunter-Ur3Gj6bpZzLS6g9ytTrHtx,Hunter_sunyalb_0668A_10579,2011,,Erica Hunter,"Creating Meaning In Engagement: Gender, Heterosexuality, And Commitment To Marriage"
9932177345104808,Huynh-gGbjb7Y5iAFNiLn8CXaUJy,Huynh_sunyalb_0668N_10598,2011,,Lan Ngoc Huynh,Single-Source Precursors For Heterometallic Materials
9932241751904808,Hwang-ediTYDVAL3jFVnbfmxu3tL,Hwang_sunyalb_0668N_10588,2011,,Vivian S. Hwang,Exploring Curvilinear Effects And Gender Differences In Posttraumatic Growth And Posttraumatic Stress Disorder Symptoms In College Students
9932177245304808,Izumi-JBeCVu9anJcdgKQRB2Xykk,Izumi_sunyalb_0668A_10389,2011,,Katsuya Izumi,"Speaking Through Self-Effacement: The Sermonic Influence In Melville, Dickinson, And Thoreau"
9932241750504808,Jardin-j7bX32afrksf7BEFMqFC6t,Jardin_sunyalb_0668A_10266,2011,,Bianca Jardin,The Use Of Messages In Altering Risky Gambling Behavior In Experienced Gamblers
9932140557804808,Johnson-ToLzsr8G7mtXEj3e8j9xu8,Johnson_sunyalb_0668A_10435,2011,,David Terence Johnson,Generalized Galilean Transformations And The Measurement Problem In The Entropic Dynamics Approach To Quantum Theory
9932252155104808,Jouet-Pastre-NqGstPJggyymY2559KHp4U,JouetPastre_sunyalb_0668A_10320,2011,,Danielle Jouet-Pastre,Récits De Filiation: Étude De Trois Perspectives Dans La Littérature Québécoise Contemporaine
9932214053404808,Kambhampati-2L34M6V6BWCk9vszimdZeF,Kambhampati_sunyalb_0668A_10448,2011,,Rama Kambhampati,"High-K Gate Stack On Compound Semiconductor Channel Materials For Low Power, High Performance Digital Logic Applications"
9932213053704808,Kamineni-Mo8mkYkn3ESgf9ReQjDnZ5,Kamineni_sunyalb_0668A_10552,2011,,Vimal Kumar Kamineni,Electron-Phonon Interactions And Quantum Confinement Effects On Optical Transitions In Nanoscale Silicon Films
9932177246104808,Kang-TechYSsE7dV5VURehYgzEj,Kang_sunyalb_0668A_10495,2011,,Heewon Kang,Encounters With The Outcast: The Ethical Relation In Wordsworth And Lacan
9932178445004808,Kim-gtP4PGrtvYnjmpqFp3Adau,Kim_sunyalb_0668A_10417,2011,,Ryang Hui Kim,Adolescent Dating Experience And Delinquency
9932230059004808,Kim-iPKmeoVCoML4F8WH7Kwbaa,Kim_sunyalb_0668A_10593,2011,,Jeehoon Kim,Different Patterns Among Caregivers In Their Utilization Of Formal Services And The Influence On Caregiver Burden And Health
9932177357504808,Kim-NciWXWbPTWvQs5gs3w7qYo,Kim_sunyalb_0668A_10429,2011,,Mi-Jeong Kim,Delta Woman With Faulkner And Hitchcock
9932240354304808,Klee-iq89CJrqxNojdUHSQqGbwb,Klee_sunyalb_0668A_10461,2011,,Colleen Renee Klee,"Recent School Psychology Graduates: A Preliminary Survey Of Their Internship Experience, Satisfaction, And Support"
9932200859204808,Kluetzman-mKkfKYC56uuLBKEbpk2iXk,Kluetzman_sunyalb_0668A_10522,2011,,Kerri S. Kluetzman,Distinct Functions Of The Fshr Ck2 Consensus Sequence And Ck2 Kinase Activity In Fsh Action
9932197953904808,Knudson-XU5JYVzeFgonDmRdc9Crvs,Knudson_sunyalb_0668A_10394,2011,,Paul Thomas Knudson,Metropolitan Fragmentation Vs. New Regionalism And The Evolving Nature Of Metropolitan Governance: An Analysis Of Growth Politics And Policy In The Capital Region Of Upstate New York
9932214053604808,Kong-Up73xPzedd7W3yLzBsh8od,Kong_sunyalb_0668A_10550,2011,,Lay Wai Kong,Applying X-Ray Microscopy And Finite Element Modeling (Fem) To Identify The Mechanism Of Stress-Assisted Void Growth In Through Silicon Via (Tsv)
9932214053804808,Kruger-ac2dQWBhUCJBvxxw9kNpPY,Kruger_sunyalb_0668A_10428,2011,,Seth Aaron Kruger,Fluorinated Acid Amplifiers For Extreme Ultraviolet Lithography
9932141158504808,Labarbera-aQTMvTvJYqsKwEi6Naf3PY,LaBarbera_sunyalb_0668A_10514,2011,,Stephanie Florence Labarbera,"Nucleation, Wetting And Agglomeration Of Cu And Cu-Alloy Thin Films On Metal Liner Surfaces"
9932173225904808,Langton-PWsdgKD2YCF6DWd6e2deiH,Langton_sunyalb_0668A_10517,2011,,Samantha Langton,Western Equatorial Pacific Climate Variability From Restricted Basins: Century Scale Changes In Kau Bay To Glacial-Interglacial Changes In The Sulu Sea
9932200759804808,Lanza-4SbS3Bt2tvJqzzDEgTYgtJ,Lanza_sunyalb_0668A_10481,2011,,Denise Grant Lanza,A Breast Cancer Stem Cell Model Created From Mmtv-Pymt Mice Applicable To Human Breast Cancer
9932241752804808,Lavender-e9jDcC5BzkBBhit5aKoXQx,Lavender_sunyalb_0668A_10493,2011,,Jason Matthew Lavender,Examining The Role Of Ethnicity In The Nature And Assessment Of Body Image In Men
9932238558504808,"Lavenia,_Jr.-FWqiG332CaJvLnnTgttyzW",LaVeniaJr_sunyalb_0668A_10512,2011,,"Peter Albert Lavenia, Jr.","Breaking The Iron Law: Robert Michels, The Rise Of The Mass Party, And The Debate Over Democracy And Oligarchy"
9932241752604808,Layton-NLdy7kJPxtB5ZHYRAXShu9,Layton_sunyalb_0668N_10547,2011,,Rebekah L. Layton,Emotion And Self-Control: Self-Control Limits Emotional Extremes
9932214353804808,Lee-8uVSVvixZdYN44RfAabUNv,LEE_sunyalb_0668A_10518,2011,,Jae Ho Lee,"Synthesis, Processing And Characterization Of Si-Based Templated Nanowires"
9932240153304808,Lee-GbfbRa9jSgaZRsUU2xXPdN,Lee_sunyalb_0668A_10553,2011,,Virginia Rich Lee,"The Relationship Between Special Education Teachers' Mathematical Knowledge, Instructional Choices, And Beliefs About Teaching And Learning Mathematics"
9932214353704808,Lee-TwoMmfcP3Jf4Tjgj3EP9Kf,Lee_sunyalb_0668A_10584,2011,,Changwoo Lee,Optimization And Development Of Si-Based Semiconductor Devices Using Tcad
9932240153404808,Lin-ct9xVcKU5j6pKdE5hwks7i,Lin_sunyalb_0668A_10530,2011,,Li-Ling Lin,"The Effects Of Racial Discrimination, Ethnic Identity, And Generational Status On Situation Well-Being Of Asian Americans"
9932240053204808,Little-Harrison-hseWnCGGaYAv9HF44swmDM,LittleHarrison_sunyalb_0668A_10502,2011,,Natasha Little-Harrison,Assessing Teacher And Parent Support As Moderators In The Relationship Between Black High School Students' Academic Achievement And Socioeconomic Status
9932230059304808,Liu-8FqtrVJ8ga77LDe9tv55vf,Liu_sunyalb_0668A_10434,2011,,Junqing Liu,Mental Health Service Access Among Children And Adolescents Involved With Child Welfare Services
9932177134304808,Liu-dumS9XTHtwSXrmRKX6oXRv,Liu_sunyalb_0668A_10554,2011,,Fei Liu,Structure And Function Of Coding And Non-Coding Rna Domains
9932241752504808,Looby-EEghZZhpD3Vx3pEtRYTQxU,Looby_sunyalb_0668A_10485,2011,,Alison Looby,The Role Of Expectancy In Prescription Stimulant Misuse
9932141158404808,Mahmood-PL2XiFpCBkoic9EX9k6Fcv,Mahmood_sunyalb_0668A_10555,2011,,Hasan Mahmood,Albany Particle Training And Testing Tower - A Remote Interactive Lab
9932159056804808,Malakar-7Tpe95WzJcZ7vdPytu87PN,Malakar_sunyalb_0668A_10603,2011,,Nabin Kumar Malakar,Autonomous Entropy-Based Intelligent Experimental Design
9932177231104808,Maldonado-9RGHbLuEePmoKxvm3mkNY5,Maldonado_sunyalb_0668A_10600,2011,,Andres Yudiel Maldonado,In-Cell And In Vitro Studies Of Disease Related Protein-Protein Interactions Using Nmr-Spectroscopy
9932253460204808,Malkani-apnieudaEsS9qoSNYHyGHZ,Malkani_sunyalb_0668A_10542,2011,,Joanne Malkani,Using Cases To Examine Reflection
9932214053704808,Manikonda-2Sok4ywkGQEsdMZvdTrgHQ,Manikonda_sunyalb_0668A_10393,2011,,Shravanthi Lakshmi Manikonda,Investigation Of Novel Alumina Nanoabrasive And The Interactions With Basic Chemical Components In Copper Chemical Mechanical Planarization (Cmp) Slurries
9932177357404808,Marlow-LzqwFe7oziuYtXkPVFnBMH,Marlow_sunyalb_0668A_10319,2011,,Jennifer Marlow,Remediating Composition:  Landmark Pedagogies Meet New Media Practices
